t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
24.639,-0.0313,-0.1755,0.9433,-2.38,-10.12,-12.13
24.659,-0.0369,-0.1754,0.8568,-2.5,-15.55,-9.7
24.679,0.0117,-0.1328,0.8022,5.0,-5.12,-8.6
24.699,0.1301,-0.1306,1.0091,40.37,7.87,-5.91
24.719,0.0821,-0.1371,1.1055,29.7,10.67,2.99
24.739,0.0539,-0.1999,1.0709,3.84,-3.48,3.29
24.759,0.0089,-0.1634,0.9315,-12.5,-6.22,10.3
24.779,-0.0505,-0.0674,0.9113,11.46,-2.2,4.15
24.799,-0.0414,-0.085,1.0024,36.52,4.15,-1.22
24.819,-0.0681,-0.0832,1.088,44.09,8.54,-4.63
24.839,-0.0722,-0.1617,1.093,34.94,0.79,-7.13
24.859,-0.0502,-0.0881,0.9496,8.72,-9.76,-5.49
24.879,0.0074,-0.1182,0.9421,17.56,-7.68,-3.66
24.899,0.0109,-0.1293,0.9295,19.33,5.98,-0.61
24.919,0.0398,-0.0082,0.9218,16.4,9.39,0.85
24.939,0.0726,0.0469,1.0588,36.89,11.59,1.34
24.959,-0.0272,0.0757,1.1383,32.5,11.1,6.4
24.979,-0.0977,0.0613,1.0234,4.02,-11.1,1.83
24.999,-0.1125,0.1945,0.8936,-7.07,-24.15,-2.8
25.019,-0.0044,0.3818,0.9924,25.24,-6.46,-13.54
25.039,0.1223,0.5186,1.248,48.41,17.5,-16.1
25.059,0.1428,0.4572,1.383,32.38,14.57,-11.04
25.079,0.0647,0.369,1.1984,-18.41,-17.74,-0.91
25.099,-0.031,0.2802,0.9132,-48.96,-31.22,6.65
25.119,-0.094,0.2586,0.8272,-42.68,-23.66,8.66
25.139,-0.0986,0.2039,0.7838,-10.37,13.54,8.29
25.159,-0.0849,0.1872,1.0065,10.91,29.45,6.34
25.179,-0.062,0.1429,1.1004,-13.11,8.11,4.15
25.199,-0.0395,0.117,0.9191,-42.93,-13.84,3.17
25.219,-0.0232,0.1558,0.784,-37.44,-12.13,5.49
25.239,-0.0291,0.0568,0.8549,0.43,4.15,2.38
25.259,-0.0235,0.0085,1.0146,9.63,9.15,7.74
25.279,-0.0062,0.0475,1.0054,-5.98,-11.52,7.13
25.299,0.0488,-0.0009,0.9991,-11.22,-15.49,4.57
25.319,0.0373,-0.0899,0.929,-17.93,-7.07,6.59
25.339,0.0658,-0.1365,0.8451,-17.01,-2.26,8.29
25.359,0.0778,-0.0995,0.878,1.1,5.0,10.06
25.379,0.1227,-0.0994,0.9557,17.8,4.63,11.22
25.399,0.126,-0.079,1.0809,28.6,6.22,17.32
25.419,0.0826,-0.095,1.0959,22.87,-7.38,19.15
25.439,0.0549,-0.119,1.0406,20.0,-18.72,15.91
25.459,-0.0095,-0.139,1.0308,26.1,-13.96,15.55
25.479,-0.1676,-0.0714,1.0831,27.07,4.7,20.55
25.499,-0.2282,-0.1479,1.29,47.99,12.32,10.55
25.519,-0.2045,-0.234,1.3539,20.67,-10.18,3.05
25.539,-0.1503,-0.3028,1.1672,-20.79,-30.0,-12.38
25.559,0.0013,-0.3715,0.9731,-32.74,-34.45,-19.33
25.579,0.0912,-0.4378,0.8935,-16.04,-22.93,-14.02
25.599,0.0815,-0.5685,0.8504,-9.88,-15.85,-10.67
25.619,0.0061,-0.6598,0.8562,-10.91,9.7,-1.89
25.639,-0.0596,-0.6636,0.9084,-2.68,25.12,2.56
25.659,-0.0202,-0.6503,0.9071,-5.55,7.8,1.28
25.679,-0.0181,-0.5876,0.9676,4.45,9.76,7.93
25.699,0.0312,-0.569,1.0803,13.9,16.77,10.43
25.719,-0.0011,-0.5532,1.0927,-4.45,18.66,15.73
25.739,-0.0685,-0.5105,1.0033,-17.07,24.76,17.87
25.759,-0.1461,-0.5056,0.9454,-16.22,25.12,15.0
25.779,-0.0571,-0.3,0.9914,-1.59,21.71,8.72
25.799,0.0218,-0.229,1.251,23.72,26.46,6.04
25.819,-0.04,-0.2036,1.3589,0.98,15.06,8.48
25.839,-0.1385,-0.1101,1.0737,-47.68,-23.78,6.83
25.859,-0.1915,-0.1349,0.8433,-38.17,-19.7,-3.35
25.879,-0.1386,0.0472,0.662,-13.72,-5.91,-14.27
25.899,0.1088,0.1797,1.0822,49.63,12.01,-22.26
25.919,0.2283,0.2762,1.321,27.74,12.2,-9.94
25.939,0.1527,0.1728,1.083,-30.79,-22.74,1.1
25.959,-0.0315,0.1547,0.7104,-42.62,-42.93,10.3
25.979,-0.1591,0.2082,0.6865,5.18,-27.13,6.22
25.999,-0.019,0.4014,1.0577,45.3,-9.27,-10.61
26.019,0.0309,0.5049,1.2175,21.95,11.71,-14.76
26.039,0.1053,0.6718,1.1215,-9.21,14.57,-11.77
26.059,0.2054,0.8296,1.1567,3.96,11.95,-9.57
26.079,0.2264,0.8516,1.2822,20.61,10.73,3.96
26.099,0.0577,0.673,1.2365,-3.11,-5.37,12.93
26.119,-0.0406,0.5112,0.997,-37.62,-19.21,5.3
26.139,-0.0387,0.4539,0.7529,-36.1,-14.57,-3.05
26.159,-0.0129,0.4207,0.8359,4.15,21.1,2.07
26.179,-0.0897,0.2666,1.0041,17.8,29.88,9.33
26.199,-0.0936,0.2054,0.9687,-7.2,3.54,9.7
26.219,-0.1806,0.1412,0.9076,-5.73,3.96,10.85
26.239,-0.2059,-0.0203,0.9048,4.21,5.98,-0.67
26.259,-0.0842,-0.0936,0.8764,1.1,1.89,-8.6
26.279,0.0266,-0.1359,0.8528,3.6,6.89,-9.76
26.299,0.0361,-0.1502,0.8926,14.51,12.07,-4.76
26.319,0.0535,-0.2503,0.9974,30.55,-1.89,-7.01
26.339,0.0792,-0.3536,1.0124,28.54,-17.74,-6.89
26.359,0.0962,-0.4299,0.9987,25.67,-16.28,-9.94
26.379,0.1109,-0.5656,1.0458,25.91,6.22,-11.95
26.399,0.0825,-0.6426,1.0494,12.99,8.41,-1.71
26.419,0.0056,-0.7978,1.0653,24.15,-18.84,6.89
26.439,-0.0887,-0.9021,1.1465,32.44,-22.93,12.8
26.459,-0.1379,-0.8571,1.109,16.52,-8.48,11.77
26.479,-0.0944,-0.7532,1.1234,9.88,22.8,8.66
26.499,0.0466,-0.5613,1.1887,3.48,32.13,9.09
26.519,0.1678,-0.5121,1.2457,-7.99,29.02,15.3
26.539,0.1265,-0.4744,1.0494,-39.33,11.16,27.07
26.559,0.0151,-0.3983,0.9004,-40.0,-0.24,31.46
26.579,-0.0679,-0.3997,0.9078,-19.88,6.4,30.98
26.599,-0.2964,-0.4006,0.8307,-13.54,-0.73,26.16
26.619,-0.35,0.0585,0.8243,-7.44,-7.32,11.59
26.639,-0.4259,0.1932,1.0189,24.7,9.51,-16.46
26.659,-0.4138,0.2614,0.9506,-5.67,2.68,-42.5
26.679,-0.2842,0.4067,0.6191,-41.52,-24.02,-52.13
26.699,0.0532,1.3695,0.5246,8.17,-10.06,-62.01
26.719,0.29,1.5518,0.9041,74.27,17.99,-68.23
26.739,0.601,1.7991,1.9078,129.63,85.91,-33.6
26.759,0.4337,1.4579,1.9453,58.9,31.89,6.59
26.779,0.1046,0.8776,1.0493,-114.15,-91.34,37.07
26.799,-0.2604,0.4928,0.4366,-101.52,-133.11,44.7
26.819,-0.3643,0.3061,0.5693,8.05,-35.43,29.94
26.839,-0.2362,0.211,1.0161,32.68,42.99,5.18
26.859,-0.07,0.0612,1.0255,-28.48,14.76,-5.06
26.879,-0.0068,-0.0063,0.717,-42.32,-27.44,-7.8
26.899,0.0768,-0.0831,0.9371,26.28,-22.44,-4.7
26.919,0.0583,-0.2377,1.214,32.44,-25.91,-0.91
26.939,0.0602,-0.3683,1.1316,-10.91,-27.07,-5.24
26.959,0.0406,-0.3882,0.985,-23.84,-6.22,-8.29
26.979,0.1144,-0.5266,1.1038,5.3,-2.38,-10.79
26.999,0.1543,-0.8134,1.1296,3.17,-29.88,-3.6
27.019,0.1796,-1.006,0.9695,-16.52,-31.52,3.35
27.039,0.1091,-1.1253,0.9679,-5.79,11.28,6.52
27.059,0.0212,-1.1267,1.0373,11.04,37.74,6.65
27.079,0.0934,-0.9364,1.1008,4.27,40.43,14.57
27.099,0.1104,-0.7156,0.9913,-16.34,38.17,29.57
27.119,0.1364,-0.5549,0.948,-21.16,28.9,38.41
27.139,-0.0684,-0.459,0.8313,-31.04,21.65,47.07
27.159,-0.2437,-0.124,0.6526,-22.99,-4.7,30.18
27.179,-0.1634,0.0187,0.827,19.57,5.98,6.59
27.199,-0.3397,0.4913,1.0153,17.87,38.05,0.98
27.219,-0.4544,0.9144,0.8628,-1.52,10.55,-19.76
27.239,0.0563,1.6584,1.0768,40.67,3.96,-53.48
27.259,0.4875,1.8998,1.7563,95.55,40.49,-38.05
27.279,0.3828,1.5438,1.8898,43.66,11.71,2.74
27.299,-0.059,0.9413,1.1049,-86.28,-65.73,31.16
27.319,-0.1368,0.5866,0.5091,-83.35,-73.9,26.52
27.339,-0.0678,0.3137,0.5644,-11.46,-10.79,16.34
27.359,0.0343,0.0566,0.8358,2.5,13.23,7.93
27.379,0.1454,-0.1659,0.7649,-25.06,-19.63,1.83
27.399,0.1763,-0.2591,0.6827,-9.15,-45.79,1.52
27.419,-0.1403,-0.3481,0.857,30.67,-35.98,7.26
27.439,-0.2395,-0.5079,1.1528,56.59,-35.67,-21.83
27.459,0.0569,-0.7934,1.2881,29.02,-45.0,-49.51
27.479,0.2518,-0.9263,1.1065,-23.29,-37.5,-48.54
27.499,0.2916,-1.1915,1.0449,-24.7,2.93,-25.49
27.519,0.1733,-1.3253,1.0358,-12.99,16.28,0.91
27.539,0.0261,-1.2929,0.9581,-12.68,8.78,20.24
27.559,-0.1371,-0.9105,0.8907,-15.37,27.44,31.04
27.579,-0.1981,-0.6559,1.0204,2.32,45.06,27.87
27.599,-0.2681,-0.4485,1.0995,-1.65,34.51,21.59
27.619,-0.2473,-0.3944,0.9702,-26.04,7.99,3.54
27.639,-0.1678,-0.1278,0.6598,-33.17,-10.85,-9.21
27.659,-0.0292,0.2169,0.6033,7.87,-8.66,-26.46
27.679,-0.0846,0.5842,0.9235,42.74,59.15,-25.79
27.699,-0.0187,1.1911,1.1037,37.56,62.5,-27.26
27.719,0.4578,1.9999,1.5845,61.28,34.33,-10.98
27.739,0.4943,1.9775,1.9985,77.87,-4.27,13.54
27.759,0.1646,1.3688,1.6835,-13.48,-46.4,30.67
27.779,-0.156,0.7472,0.7885,-100.24,-54.88,23.29
27.799,-0.1067,0.5488,0.4179,-56.4,-10.37,11.59
27.819,0.0477,0.3044,0.5996,11.52,14.94,4.94
27.839,0.166,0.0595,0.7949,4.76,-7.32,9.88
27.859,0.0479,-0.1171,0.7499,-7.38,-48.05,18.48
27.879,-0.1099,-0.1633,0.7901,8.96,-56.04,14.27
27.899,-0.0681,-0.1904,0.9887,20.79,-16.65,-6.22
27.919,0.0023,-0.2776,1.1641,7.87,-5.91,-14.88
27.939,0.0966,-0.3163,1.0001,-24.39,-42.01,-17.07
27.959,0.0769,-0.4707,0.7758,-15.24,-57.56,-19.88
27.979,0.142,-0.6968,0.7403,8.84,-32.26,-27.13
27.999,0.1945,-0.8296,0.9269,27.2,0.06,-26.46
28.019,0.1531,-0.9592,1.1647,38.96,23.96,-16.22
28.039,0.239,-1.0267,1.3266,43.11,31.34,4.45
28.059,0.0776,-1.0683,1.3616,26.16,21.16,32.2
28.079,-0.0684,-1.0905,1.1848,-17.38,19.57,40.91
28.099,-0.1053,-0.9904,0.9479,-40.55,42.07,32.87
28.119,-0.059,-0.7782,0.8522,-25.43,74.57,32.01
28.139,-0.0053,-0.6157,0.9756,4.88,61.1,35.73
28.159,-0.063,-0.5208,0.9825,-2.68,23.23,45.79
28.179,-0.1898,-0.434,0.8425,-8.05,4.57,39.82
28.199,-0.2723,-0.1171,0.811,-0.3,11.52,11.71
28.219,-0.4009,0.131,0.8298,10.24,62.2,-25.0
28.239,-0.3228,0.6923,0.9063,11.46,81.71,-45.24
28.259,0.1527,1.621,1.1463,35.18,20.06,-56.22
28.279,0.7106,1.9999,1.937,101.89,-51.71,-28.23
28.299,0.6871,1.9926,1.9999,93.23,-83.41,-5.49
28.319,0.4384,1.9362,1.8113,-37.13,-106.4,13.66
28.339,0.0875,1.2828,0.7711,-151.71,-70.24,3.29
28.359,0.0093,0.77,0.242,-111.1,-2.44,-5.06
28.379,0.048,0.5599,0.3619,-26.52,12.2,5.55
28.399,-0.0022,0.3016,0.6302,4.88,-30.24,16.83
28.419,-0.0681,0.0526,0.6719,-6.95,-67.13,15.12
28.439,0.1389,-0.0794,0.6825,-1.65,-45.37,-2.68
28.459,0.2857,-0.1197,0.845,24.09,-15.37,-7.01
28.479,0.1731,-0.242,1.1343,48.35,-11.89,7.99
28.499,-0.0733,-0.6292,1.275,41.89,-44.82,7.5
28.519,0.0406,-0.6353,1.2953,20.49,-63.17,-4.51
28.539,0.0023,-0.7846,1.3985,17.8,-25.12,-16.77
28.559,0.0737,-0.8092,1.3996,-18.11,29.33,-25.24
28.579,0.1265,-0.9125,1.1761,-39.94,23.9,-15.67
28.599,0.0181,-0.9451,1.0853,-35.85,7.26,5.98
28.619,0.0195,-0.9025,0.9562,-36.59,7.38,11.59
28.639,0.1235,-0.7993,0.8709,-33.9,21.89,18.48
28.659,0.106,-0.6439,0.907,-15.73,45.61,32.8
28.679,0.0977,-0.5359,1.0738,-1.16,50.49,42.07
28.699,0.1975,-0.4958,1.1661,-9.88,44.76,40.91
28.719,0.0929,-0.4694,1.0156,-27.93,32.2,45.06
28.739,-0.1522,-0.4146,0.8412,-23.48,21.22,45.55
28.759,-0.2982,-0.2488,0.8203,-2.62,29.21,29.82
28.779,-0.3096,-0.0026,0.9982,5.91,51.46,5.24
28.799,-0.3607,0.1812,0.841,-22.13,43.48,-20.85
28.819,-0.243,0.2731,0.6005,-19.88,15.0,-38.78
28.839,-0.268,0.5627,0.5482,16.89,-3.23,-38.72
28.859,-0.0004,1.0079,0.9438,56.95,-13.9,-57.13
28.879,0.5033,1.4233,1.4556,67.38,-3.66,-60.67
28.899,0.6904,1.4558,1.6398,42.07,-16.83,-32.8
28.919,0.4951,1.1279,1.4374,-14.76,-53.6,-1.71
28.939,0.1258,0.7022,0.9363,-50.49,-68.11,13.6
28.959,0.0902,0.5432,0.6965,-40.55,-45.85,7.5
28.979,0.0963,0.3517,0.8815,5.98,7.93,7.2
28.999,0.0491,0.1675,0.9867,1.65,7.01,10.0
29.019,-0.0599,0.0262,0.8508,-18.48,-21.04,16.65
29.039,-0.1094,-0.0787,0.866,7.32,-32.93,9.63
29.059,-0.0089,-0.1457,1.0845,21.4,-24.09,-1.89
29.079,0.1221,-0.2125,1.1755,1.52,-21.52,-9.7
29.099,0.1198,-0.2939,1.0873,-27.5,-18.23,-14.15
29.119,0.1517,-0.336,1.1021,-23.66,4.39,-14.94
29.139,0.0919,-0.4994,1.1461,-27.26,16.77,-12.99
29.159,0.1644,-0.5406,0.998,-46.04,0.0,-14.39
29.179,0.155,-0.6767,0.8538,-42.74,-8.35,-12.26
29.199,0.1991,-0.7237,0.812,-28.6,-1.16,-4.76
29.219,0.1057,-0.7659,0.7482,-18.6,0.91,9.21
29.239,-0.0461,-0.8617,0.7491,-1.46,5.0,16.16
29.259,-0.2044,-0.9086,0.8207,4.88,23.17,15.91
29.279,-0.1631,-0.7853,0.836,8.96,33.54,11.52
29.299,-0.0665,-0.6429,0.9348,21.52,17.2,9.94
29.319,0.0344,-0.5366,1.0294,23.6,-0.06,9.45
29.339,0.0197,-0.51,1.0167,21.28,-2.13,12.99
29.359,-0.0511,-0.4771,0.9213,17.74,-10.79,10.73
29.379,0.0964,-0.2196,1.0037,33.66,-3.48,1.71
29.399,0.194,-0.184,1.2415,49.57,12.32,-2.99
29.419,0.0695,-0.1501,1.3004,32.56,4.45,3.17
29.439,-0.1105,-0.1468,1.0439,7.62,-27.44,-2.38
29.459,-0.3038,-0.15,0.8735,5.79,-6.46,-24.51
29.479,-0.3227,-0.0667,0.8392,6.95,67.87,-54.21
29.499,0.0015,0.1613,0.9664,21.46,88.66,-69.33
29.519,0.2075,0.4128,1.0739,26.89,31.77,-38.78
29.539,0.2691,0.7029,1.0448,29.88,-50.73,-11.22
29.559,0.267,0.71,1.0793,39.33,-53.96,-7.01
29.579,0.1157,0.6976,1.0721,27.68,-6.83,-3.84
29.599,0.1638,0.7711,1.1872,14.76,41.77,-14.94
29.619,0.2367,0.7404,1.2557,-5.73,68.41,-11.28
29.639,0.1572,0.5935,1.1459,-24.63,8.9,8.66
29.659,0.0087,0.4816,0.9083,-36.34,-58.84,24.94
29.679,-0.1785,0.3696,0.8571,-13.9,-47.87,21.4
29.699,-0.0659,0.371,1.0812,-5.79,5.0,4.02
29.719,0.0524,0.2883,1.162,-20.98,21.28,0.91
29.739,0.0156,0.1642,1.0035,-43.6,-23.29,12.32
29.759,-0.0036,0.0909,0.8943,-28.23,-49.21,17.74
29.779,-0.0005,-0.0057,0.9656,-4.15,-39.15,16.52
29.799,-0.0031,-0.0623,1.0673,-10.67,-4.7,12.87
29.819,0.0436,-0.0379,1.0438,-33.48,16.89,9.82
29.839,0.1184,-0.1368,0.9162,-33.11,3.17,3.05
29.859,0.1786,-0.1736,0.9135,-13.72,-11.95,11.65
29.879,0.0926,-0.2652,0.973,-1.04,-22.13,19.21
29.899,-0.0158,-0.3403,0.9839,-3.84,-20.79,17.26
29.919,0.0109,-0.3502,0.907,-25.3,-3.23,-1.46
29.939,0.1375,-0.3513,0.8505,-27.5,13.6,-9.33
29.959,0.1442,-0.4113,0.9164,-2.13,7.32,-5.12
29.979,0.1509,-0.3642,0.9947,6.71,-7.99,3.66
29.999,0.1207,-0.3909,1.0876,10.98,-15.91,9.76
30.019,0.048,-0.4213,1.062,-14.15,-21.04,6.52
30.039,0.0142,-0.439,0.9807,-29.09,4.7,3.23
30.059,0.0363,-0.5342,0.9661,-22.38,10.24,-1.52
30.079,0.0762,-0.5864,0.9219,-16.1,-8.72,-0.49
30.099,-0.0117,-0.6213,0.8674,-10.67,-22.44,13.05
30.119,-0.0907,-0.5599,0.8123,-9.33,-20.73,7.5
30.139,-0.0139,-0.4181,0.8281,-1.89,9.7,-4.57
30.159,0.0884,-0.3107,1.0024,21.77,41.89,-7.5
30.179,0.1714,-0.2405,1.1343,21.89,29.21,3.72
30.199,0.092,-0.283,1.0837,8.41,-6.71,20.43
30.219,-0.0865,-0.3329,0.9291,-0.06,-10.85,24.63
30.239,-0.1464,-0.2696,0.856,9.57,9.76,13.72
30.259,-0.0708,-0.1668,0.9744,30.0,28.96,0.49
30.279,-0.0051,-0.0898,1.1418,34.39,38.23,-4.7
30.299,0.0895,0.0051,1.2637,23.84,29.45,-3.84
30.319,0.1127,0.0596,1.1975,1.1,7.2,0.61
30.339,0.1,-0.0206,1.088,-0.98,2.93,0.61
30.359,0.0148,-0.1348,0.9714,-0.06,6.34,2.8
30.379,-0.0968,-0.2302,0.85,4.51,-2.26,4.02
30.399,-0.1719,-0.1864,0.8336,13.72,-1.28,-0.18
30.419,-0.0217,0.0567,0.9661,21.04,16.65,-14.39
30.439,0.1028,0.1024,1.1173,25.0,38.96,-17.26
30.459,0.0895,0.1489,1.0861,10.61,20.37,-7.87
30.479,-0.0134,0.0859,0.9919,6.34,2.38,-9.45
30.499,-0.125,0.1098,0.8494,4.15,21.4,-17.99
30.519,-0.033,0.1516,0.9294,20.98,52.32,-32.44
30.539,0.0419,0.1902,1.1088,19.82,45.98,-26.16
30.559,0.0629,0.2399,1.004,1.95,-14.02,-13.84
30.579,0.1347,0.3404,0.9763,10.61,-35.49,-0.55
30.599,0.0854,0.3811,1.046,21.4,-15.06,4.94
30.619,0.0784,0.3901,1.157,15.55,2.44,1.28
30.639,0.0347,0.2858,1.1368,-7.99,9.57,4.09
30.659,-0.0624,0.2244,0.951,-29.76,-7.26,9.63
30.679,-0.112,0.1645,0.8266,-17.62,-23.66,11.34
30.699,-0.2073,0.1159,0.9766,16.4,-10.43,12.8
30.719,-0.2146,0.0405,1.0725,9.33,-16.65,0.49
30.739,-0.1093,0.0756,1.0356,-12.74,-2.5,-7.93
30.759,0.0189,0.0711,0.9798,-14.76,5.55,-13.72
30.779,0.0978,0.0721,1.0092,-4.02,3.96,-7.99
30.799,0.0357,0.0215,1.0401,-0.55,0.18,-0.91
30.819,-0.0427,0.0261,1.0323,-6.65,-1.1,0.98
30.839,-0.0902,0.0255,1.0823,-11.34,2.5,-2.01
30.859,-0.0953,-0.016,1.0251,-21.04,-5.18,-9.88
30.879,-0.0385,-0.0298,0.9813,-17.2,-9.02,-16.22
30.899,-0.0183,-0.0546,0.9934,-12.2,-10.79,-17.01
30.919,0.0084,-0.0863,1.0462,-12.01,-12.74,-10.24
30.939,0.0233,-0.1606,0.9803,-26.4,-25.49,-7.2
30.959,0.0374,-0.1918,0.8843,-27.38,-20.67,-6.1
30.979,0.0661,-0.222,0.8934,-11.65,3.96,-8.72
30.999,0.1038,-0.2292,1.016,1.4,17.56,-9.57
31.019,0.1171,-0.1819,1.0863,-2.93,10.85,-3.9
31.039,0.0817,-0.1473,1.0535,-8.96,-3.29,5.24
31.059,0.0429,-0.1724,1.0607,-3.17,-8.54,5.61
31.079,0.0823,-0.1778,1.0602,-3.29,-2.93,0.0
31.099,0.201,-0.0951,1.0684,-5.37,9.63,-0.06
31.119,0.1949,-0.1111,1.1681,-0.24,4.82,11.1
31.139,0.1211,-0.1587,1.0739,-19.57,-19.21,23.17
31.159,-0.0142,-0.2336,0.9449,-21.59,-23.11,27.07
31.179,-0.107,-0.2642,0.8781,-18.41,1.04,15.49
31.199,-0.0768,-0.2691,0.9452,-8.84,31.16,1.59
31.219,-0.0039,-0.2524,0.9869,-11.71,22.99,-2.62
31.239,0.0505,-0.259,0.9594,-11.22,-7.87,9.02
31.259,-0.0217,-0.3025,0.9142,-7.5,-34.15,17.56
31.279,-0.0757,-0.3607,0.8688,-0.85,-30.43,12.8
31.299,-0.086,-0.3759,0.9545,8.96,0.79,4.63
31.319,-0.0353,-0.3798,1.0021,5.37,9.45,-0.91
31.339,-0.051,-0.3461,0.9949,-3.29,4.09,5.98
31.359,-0.0975,-0.3255,0.9125,-4.63,-4.82,10.91
31.379,-0.0771,-0.3088,0.8698,4.63,-0.73,6.4
31.399,-0.0552,-0.2184,0.9263,14.82,14.27,1.65
31.419,0.0011,-0.2159,1.0186,21.89,21.59,-4.21
31.439,0.0366,-0.202,1.0926,18.72,16.83,-2.62
31.459,0.0383,-0.1349,1.0723,7.56,1.71,2.56
31.479,0.0266,-0.1212,1.0767,9.82,-2.26,5.43
31.499,-0.0301,-0.0928,1.1395,15.98,-2.56,8.29
31.519,-0.0283,-0.0775,1.1495,8.11,-0.61,3.78
31.539,0.0148,-0.0939,1.1523,1.89,0.85,0.91
31.559,0.0084,-0.0888,1.1136,-10.73,3.11,3.9
31.579,-0.0222,-0.1102,1.007,-15.67,6.22,5.73
31.599,-0.0533,-0.1189,0.9982,-4.88,8.35,5.18
31.619,-0.0782,-0.1498,0.9597,-6.22,2.26,2.07
31.639,-0.0264,-0.1085,0.9315,-3.11,2.62,-1.4
31.659,-0.016,-0.0536,1.0272,9.63,11.71,-1.89
31.679,-0.0687,-0.0919,1.0488,4.82,14.51,-2.99
31.699,-0.0151,-0.0696,0.9963,-1.77,16.16,-5.67
31.719,0.0198,-0.1188,0.9984,3.54,9.21,-2.68
31.739,0.0097,-0.085,0.9447,1.16,-2.13,4.88
31.759,-0.0164,-0.0591,0.9994,18.41,13.66,5.85
31.779,-0.0251,-0.0193,1.1501,17.56,24.09,2.32
31.799,-0.0273,-0.0513,1.1493,-0.49,16.28,3.11
31.819,-0.0573,-0.0166,1.0087,-14.57,1.46,3.9
31.839,-0.0792,-0.1013,0.9255,-3.29,-1.83,0.61
31.859,-0.126,-0.0591,0.9224,4.51,-3.05,-2.62
31.879,-0.1005,-0.0659,0.9717,10.18,2.32,-10.85
31.899,-0.0095,-0.0922,0.9877,7.56,-2.32,-12.26
31.919,-0.0081,-0.0819,0.9152,0.79,-8.78,-5.06
31.939,-0.0345,-0.0833,0.9382,13.84,-2.68,-0.98
31.959,-0.0628,-0.0931,0.971,14.63,0.37,-3.96
31.979,-0.0729,-0.0582,0.9612,8.78,-1.89,-4.02
31.999,-0.0613,0.0196,1.0085,15.24,1.52,-5.79
32.019,-0.0441,0.0339,1.0779,15.49,1.95,-8.17
32.039,-0.0562,0.0377,1.0676,7.13,-7.01,-6.22
32.059,-0.0995,-0.0354,1.0569,4.51,-8.48,-7.01
32.079,-0.158,-0.0891,1.1509,12.68,-0.67,-5.67
32.099,-0.1481,-0.0801,1.1434,2.5,-7.26,-9.94
32.119,-0.0966,-0.0569,1.1075,-5.3,-4.82,-14.63
32.139,-0.0015,0.0675,1.0375,-12.99,3.72,-19.76
32.159,0.0842,0.0551,1.0319,-9.7,11.4,-19.27
32.179,0.0854,0.037,0.9648,-10.12,-0.3,-8.41
32.199,0.0377,-0.0173,0.9273,-6.65,-16.04,1.95
32.219,-0.0792,-0.1237,0.8673,-3.17,-25.06,4.39
32.239,-0.1113,-0.1428,0.8109,2.87,-14.27,-3.23
32.259,-0.0208,-0.0381,0.887,17.62,13.05,-10.91
32.279,0.023,-0.0156,1.0726,23.66,23.41,-7.87
32.299,0.0133,-0.0212,1.0518,4.33,-2.56,-0.91
32.319,-0.0209,-0.0045,0.9559,-1.04,-11.89,3.05
32.339,-0.0571,-0.0068,0.9402,9.09,1.16,-1.16
32.359,-0.0127,0.0135,0.9847,8.54,10.85,-5.55
32.379,-0.0363,0.0228,0.9761,4.33,6.16,-3.41
32.399,-0.0482,0.0201,1.0037,7.56,-2.93,-1.83
32.419,-0.0211,0.0038,0.9297,1.95,-16.59,-1.04
32.439,-0.0398,-0.0665,0.8824,5.73,-20.61,0.67
32.459,-0.0405,-0.073,0.8484,5.37,-15.37,-3.72
32.479,0.0025,-0.0514,0.966,20.0,8.78,-6.65
32.499,0.0389,-0.0084,1.102,19.82,22.13,-2.01
32.519,0.0009,0.014,1.0977,7.13,5.43,6.89
32.539,-0.0563,-0.0045,1.007,1.04,-14.45,9.39
32.559,-0.1271,0.0018,0.9361,3.48,-14.45,7.26
32.579,-0.0833,0.0472,0.9793,13.6,2.38,-5.43
32.599,-0.0036,0.0406,1.0922,15.12,9.51,-7.68
32.619,0.0089,0.0228,1.0681,1.65,-7.87,-0.98
32.639,-0.0231,-0.0123,0.9641,-10.61,-25.0,3.11
32.659,-0.0319,-0.0396,0.8969,-3.72,-20.0,-0.55
32.679,-0.0072,-0.024,0.895,7.32,-0.24,-3.11
32.699,0.006,-0.0069,0.9933,22.8,9.7,-3.23
32.719,0.0137,0.0111,1.0638,15.3,3.84,0.85
32.739,0.0061,0.0564,1.0402,3.54,-2.93,5.12
32.759,-0.0178,0.0716,1.039,3.35,-2.32,5.49
32.779,-0.035,0.0814,1.0358,2.5,-2.87,4.88
32.799,-0.0499,0.0493,1.0471,6.95,-1.04,1.89
32.819,-0.0275,-0.0093,1.0727,3.84,-6.22,2.8
32.839,-0.0224,-0.0065,1.0109,-6.34,-16.46,4.45
32.859,-0.0051,-0.0125,0.988,-2.62,-13.78,4.15
32.879,-0.0086,0.0234,0.9926,1.59,-3.66,1.46
32.899,0.0135,0.024,0.9946,5.06,2.44,-1.46
32.919,0.0087,0.0597,1.043,7.87,6.04,1.59
32.939,0.014,0.0456,1.075,5.85,-3.41,2.07
32.959,-0.0117,0.0264,1.0404,-4.39,-9.63,3.66
32.979,-0.0115,0.0202,0.9582,-9.7,-6.16,-0.61
32.999,0.019,-0.0081,0.9471,-0.37,-2.01,-1.65
33.019,0.0104,-0.0214,0.9442,4.94,-1.65,3.66
